date,department,total_beds,occupied_beds,occupancy_rate_pct
2023-12-05,Neurology,30,15,50.0
2023-12-05,Oncology,45,27,60.0
2023-12-05,General Surgery,50,31,62.0
2023-12-05,Pediatrics,25,14,56.0
2023-12-05,ICU,20,20,100.0
2023-12-06,Emergency,30,21,70.0
2023-12-06,Cardiology,40,35,87.5
2023-12-06,Orthopedics,35,27,77.1
2023-12-06,Neurology,30,21,70.0
2023-12-06,Oncology,45,24,53.3
2023-12-06,General Surgery,50,27,54.0
2023-12-06,Pediatrics,25,12,48.0
2023-12-06,ICU,20,19,95.0
2023-12-07,Emergency,30,24,80.0
2023-12-07,Cardiology,40,26,65.0
2023-12-07,Orthopedics,35,27,77.1
2023-12-07,Neurology,30,20,66.7
2023-12-07,Oncology,45,26,57.8
2023-12-07,General Surgery,50,35,70.0
2023-12-07,Pediatrics,25,25,100.0
2023-12-07,ICU,20,15,75.0
2023-12-08,Emergency,30,24,80.0
2023-12-08,Cardiology,40,40,100.0
2023-12-08,Orthopedics,35,20,57.1
2023-12-08,Neurology,30,24,80.0
2023-12-08,Oncology,45,35,77.8
2023-12-08,General Surgery,50,26,52.0
2023-12-08,Pediatrics,25,14,56.0
2023-12-08,ICU,20,13,65.0
2023-12-09,Emergency,30,17,56.7
2023-12-09,Cardiology,40,22,55.0
2023-12-09,Orthopedics,35,27,77.1
2023-12-09,Neurology,30,27,90.0
2023-12-09,Oncology,45,28,62.2
2023-12-09,General Surgery,50,28,56.0
2023-12-09,Pediatrics,25,19,76.0
2023-12-09,ICU,20,10,50.0
2023-12-10,Emergency,30,27,90.0
2023-12-10,Cardiology,40,23,57.5
2023-12-10,Orthopedics,35,19,54.3
2023-12-10,Neurology,30,28,93.3
2023-12-10,Oncology,45,44,97.8
2023-12-10,General Surgery,50,44,88.0
2023-12-10,Pediatrics,25,15,60.0
2023-12-10,ICU,20,17,85.0
2023-12-11,Emergency,30,18,60.0
2023-12-11,Cardiology,40,36,90.0
2023-12-11,Orthopedics,35,30,85.7
2023-12-11,Neurology,30,27,90.0
2023-12-11,Oncology,45,24,53.3
2023-12-11,General Surgery,50,31,62.0
2023-12-11,Pediatrics,25,14,56.0
2023-12-11,ICU,20,11,55.0
2023-12-12,Emergency,30,18,60.0
2023-12-12,Cardiology,40,24,60.0
2023-12-12,Orthopedics,35,29,82.9
2023-12-12,Neurology,30,24,80.0
2023-12-12,Oncology,45,37,82.2
2023-12-12,General Surgery,50,40,80.0
2023-12-12,Pediatrics,25,20,80.0
2023-12-12,ICU,20,20,100.0
2023-12-13,Emergency,30,26,86.7
2023-12-13,Cardiology,40,25,62.5
2023-12-13,Orthopedics,35,33,94.3
2023-12-13,Neurology,30,21,70.0
2023-12-13,Oncology,45,42,93.3
2023-12-13,General Surgery,50,33,66.0
2023-12-13,Pediatrics,25,18,72.0
2023-12-13,ICU,20,11,55.0
2023-12-14,Emergency,30,26,86.7
2023-12-14,Cardiology,40,26,65.0
2023-12-14,Orthopedics,35,28,80.0
2023-12-14,Neurology,30,23,76.7
2023-12-14,Oncology,45,22,48.9
2023-12-14,General Surgery,50,40,80.0
2023-12-14,Pediatrics,25,20,80.0
2023-12-14,ICU,20,16,80.0
2023-12-15,Emergency,30,30,100.0
2023-12-15,Cardiology,40,26,65.0
2023-12-15,Orthopedics,35,20,57.1
2023-12-15,Neurology,30,27,90.0
2023-12-15,Oncology,45,43,95.6
2023-12-15,General Surgery,50,32,64.0
2023-12-15,Pediatrics,25,24,96.0
2023-12-15,ICU,20,10,50.0
2023-12-16,Emergency,30,24,80.0
2023-12-16,Cardiology,40,27,67.5
2023-12-16,Orthopedics,35,20,57.1
2023-12-16,Neurology,30,27,90.0
2023-12-16,Oncology,45,27,60.0
2023-12-16,General Surgery,50,32,64.0
2023-12-16,Pediatrics,25,23,92.0
2023-12-16,ICU,20,11,55.0
2023-12-17,Emergency,30,18,60.0
2023-12-17,Cardiology,40,28,70.0
2023-12-17,Orthopedics,35,23,65.7
2023-12-17,Neurology,30,18,60.0
2023-12-17,Oncology,45,28,62.2
2023-12-17,General Surgery,50,45,90.0
2023-12-17,Pediatrics,25,19,76.0
2023-12-17,ICU,20,11,55.0
2023-12-18,Emergency,30,30,100.0
2023-12-18,Cardiology,40,27,67.5
2023-12-18,Orthopedics,35,31,88.6
2023-12-18,Neurology,30,20,66.7
2023-12-18,Oncology,45,23,51.1
2023-12-18,General Surgery,50,36,72.0
2023-12-18,Pediatrics,25,25,100.0
2023-12-18,ICU,20,12,60.0
2023-12-19,Emergency,30,20,66.7
2023-12-19,Cardiology,40,23,57.5
2023-12-19,Orthopedics,35,35,100.0
2023-12-19,Neurology,30,23,76.7
2023-12-19,Oncology,45,30,66.7
2023-12-19,General Surgery,50,35,70.0
2023-12-19,Pediatrics,25,12,48.0
2023-12-19,ICU,20,15,75.0
2023-12-20,Emergency,30,16,53.3
2023-12-20,Cardiology,40,39,97.5
2023-12-20,Orthopedics,35,27,77.1
2023-12-20,Neurology,30,18,60.0
2023-12-20,Oncology,45,27,60.0
2023-12-20,General Surgery,50,34,68.0
2023-12-20,Pediatrics,25,24,96.0
2023-12-20,ICU,20,16,80.0
2023-12-21,Emergency,30,26,86.7
2023-12-21,Cardiology,40,34,85.0
2023-12-21,Orthopedics,35,28,80.0
2023-12-21,Neurology,30,20,66.7
2023-12-21,Oncology,45,39,86.7
2023-12-21,General Surgery,50,49,98.0
2023-12-21,Pediatrics,25,19,76.0
2023-12-21,ICU,20,11,55.0
2023-12-22,Emergency,30,28,93.3
2023-12-22,Cardiology,40,20,50.0
2023-12-22,Orthopedics,35,29,82.9
2023-12-22,Neurology,30,29,96.7
2023-12-22,Oncology,45,34,75.6
2023-12-22,General Surgery,50,25,50.0
2023-12-22,Pediatrics,25,24,96.0
2023-12-22,ICU,20,12,60.0
2023-12-23,Emergency,30,15,50.0
2023-12-23,Cardiology,40,31,77.5
2023-12-23,Orthopedics,35,21,60.0
2023-12-23,Neurology,30,27,90.0
2023-12-23,Oncology,45,29,64.4
2023-12-23,General Surgery,50,25,50.0
2023-12-23,Pediatrics,25,22,88.0
2023-12-23,ICU,20,12,60.0
2023-12-24,Emergency,30,25,83.3
2023-12-24,Cardiology,40,32,80.0
2023-12-24,Orthopedics,35,25,71.4
2023-12-24,Neurology,30,23,76.7
2023-12-24,Oncology,45,36,80.0
2023-12-24,General Surgery,50,50,100.0
2023-12-24,Pediatrics,25,16,64.0
2023-12-24,ICU,20,20,100.0
2023-12-25,Emergency,30,26,86.7
2023-12-25,Cardiology,40,20,50.0
2023-12-25,Orthopedics,35,23,65.7
2023-12-25,Neurology,30,26,86.7
2023-12-25,Oncology,45,36,80.0
2023-12-25,General Surgery,50,37,74.0
2023-12-25,Pediatrics,25,18,72.0
2023-12-25,ICU,20,10,50.0
2023-12-26,Emergency,30,18,60.0
2023-12-26,Cardiology,40,20,50.0
2023-12-26,Orthopedics,35,25,71.4
2023-12-26,Neurology,30,24,80.0
2023-12-26,Oncology,45,22,48.9
2023-12-26,General Surgery,50,40,80.0
2023-12-26,Pediatrics,25,15,60.0
2023-12-26,ICU,20,18,90.0
2023-12-27,Emergency,30,27,90.0
2023-12-27,Cardiology,40,25,62.5
2023-12-27,Orthopedics,35,30,85.7
2023-12-27,Neurology,30,19,63.3
2023-12-27,Oncology,45,30,66.7
2023-12-27,General Surgery,50,35,70.0
2023-12-27,Pediatrics,25,23,92.0
2023-12-27,ICU,20,14,70.0
2023-12-28,Emergency,30,23,76.7
2023-12-28,Cardiology,40,40,100.0
2023-12-28,Orthopedics,35,35,100.0
2023-12-28,Neurology,30,29,96.7
2023-12-28,Oncology,45,29,64.4
2023-12-28,General Surgery,50,43,86.0
2023-12-28,Pediatrics,25,18,72.0
2023-12-28,ICU,20,19,95.0
2023-12-29,Emergency,30,22,73.3
2023-12-29,Cardiology,40,30,75.0
2023-12-29,Orthopedics,35,21,60.0
2023-12-29,Neurology,30,28,93.3
2023-12-29,Oncology,45,27,60.0
2023-12-29,General Surgery,50,36,72.0
2023-12-29,Pediatrics,25,12,48.0
2023-12-29,ICU,20,11,55.0
2023-12-30,Emergency,30,29,96.7
2023-12-30,Cardiology,40,29,72.5
2023-12-30,Orthopedics,35,26,74.3
2023-12-30,Neurology,30,21,70.0
2023-12-30,Oncology,45,24,53.3
2023-12-30,General Surgery,50,26,52.0
2023-12-30,Pediatrics,25,23,92.0
2023-12-30,ICU,20,11,55.0
2023-12-31,Emergency,30,16,53.3
2023-12-31,Cardiology,40,23,57.5
2023-12-31,Orthopedics,35,31,88.6
2023-12-31,Neurology,30,24,80.0
2023-12-31,Oncology,45,31,68.9
2023-12-31,General Surgery,50,26,52.0
2023-12-31,Pediatrics,25,22,88.0
2023-12-31,ICU,20,17,85.0
